,gammaE,gammaN,gammaBW,repRate,laserWavelength,laserN,laserPulseEnergy,laserAvgPower,laserHarmonicEff,accElectronE,accAvgCurrent,accLength,accAvgPower,accPeakPower,accElectronN,accGrad,accShuntZ
89,10.0,100000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,520.5463165286895,86.71688228087426,3.47030877685793,648.6754444222668,1104.062615774728,541303884399964.1,150.0,160.0
90,10.0,100000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,520.5463165286895,86.71688228087426,5.205463165286895,428.85352849846333,729.9199507697325,541303884399964.1,100.0,352.0
91,10.0,100000000000000.0,0.001,1000.0,515.0,2.072768011864175e+21,1.0,1000.0,0.8,520.5463165286895,86.71688228087426,3.47030877685793,476.64090152537716,811.2553127273403,541303884399964.1,150.0,352.0
92,10.0,100000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,520.5463165286895,43.35844114043713,5.205463165286895,376.9038325407386,641.5002060407327,270651942199982.06,100.0,160.0
93,10.0,100000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,520.5463165286895,43.35844114043713,3.47030877685793,482.036053199949,820.4380023474697,270651942199982.06,150.0,160.0
94,10.0,100000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,520.5463165286895,43.35844114043713,5.205463165286895,262.21413727614544,446.295337342474,270651942199982.06,100.0,352.0
95,10.0,100000000000000.0,0.001,1000.0,515.0,4.14553602372835e+21,2.0,2000.0,0.8,520.5463165286895,43.35844114043713,3.47030877685793,310.00151030305926,527.6306993000818,270651942199982.06,150.0,352.0
96,20.0,1000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,2.604034657414008,6.007832570563205,254.22529874724293,432.6981246854146,16254897986354.607,100.0,160.0
97,20.0,1000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,2.604034657414008,4.005221713708804,375.562586023433,639.2173692985248,16254897986354.607,150.0,160.0
98,20.0,1000000000000.0,0.001,1000.0,343.0,6.902518719120504e+20,1.0,1000.0,0.4,600.7832570563205,2.604034657414008,6.007832570563205,121.85734899139915,207.40440328929438,16254897986354.607,100.0,352.0
